bug_ref,ticket_ref,cluster,symptom_family,rc_guess,status,tester_quote,notes
TAL-01116#1,TAL-01116,multichart_layouts,multichart-parity,RC-4,resolved,The position of this button needs to be adjusted to match the layout and design of the other pages,auto-split: one bug per short thread
TAL-01185#1,TAL-01185,multichart_layouts,multichart-parity,RC-4,resolved,"When I enlarge and then reduce the size of a chart, the second chart doesn't change unless I click on it with the mouse.",auto-split: one bug per short thread
TAL-01360#1,TAL-01360,multichart_layouts,slow-interaction,RC-2,resolved,"There is noticeable lag and the animation is not smooth when opening the Layouts menu. When opening the Layouts menu, the Time Scale overlaps with the Price Scale. The main chart moves multiple times when the Layouts menu is opened before f",auto-split: one bug per short thread
TAL-01362#1,TAL-01362,multichart_layouts,slow-interaction,RC-2,resolved,Rendering is very slow when changing the timeframe and needs optimization,auto-split: one bug per short thread
TAL-01363#1,TAL-01363,multichart_layouts,drag-mis-anchor,RC-3,resolved,"When working with different timeframes, the charts move irregularly during auto-scaling or when the chart is moved manually",auto-split: one bug per short thread
TAL-01364#1,TAL-01364,multichart_layouts,drag-mis-anchor,RC-3,resolved,"When dragging the chart from the left side toward the right and releasing the mouse button outside the chart area, then moving the cursor back over the chart, the chart still behaves as if the mouse button is being held down and continues m",auto-split: one bug per short thread
TAL-01365#1,TAL-01365,multichart_layouts,drag-mis-anchor,RC-3,resolved,"When dragging the chart with the mouse, there is a lock in this specific area shown in the image. There should not be a lock when dragging the chart with the mouse.",auto-split: one bug per short thread
TAL-01366#1,TAL-01366,multichart_layouts,multichart-parity,RC-4,resolved,"When using different timeframes, moving one chart causes the other chart to reset automatically or disappear from the layout",auto-split: one bug per short thread
TAL-01367#1,TAL-01367,multichart_layouts,multichart-parity,RC-4,resolved,"When double-clicking repeatedly on the layout, the charts move in an unexpected way",auto-split: one bug per short thread
TAL-01368#1,TAL-01368,multichart_layouts,multichart-parity,RC-4,resolved,Double-clicking in this area resets the chart,auto-split: one bug per short thread
TAL-01369#1,TAL-01369,multichart_layouts,multichart-parity,RC-4,resolved,Sometimes manual rescaling does not work,auto-split: one bug per short thread
TAL-01370#1,TAL-01370,multichart_layouts,multichart-parity,RC-4,resolved,"The charts respond every time I rescale them, but they do not settle into a fixed position",auto-split: one bug per short thread
TAL-01372#1,TAL-01372,multichart_layouts,multichart-parity,RC-4,resolved,"When drawing on one chart, some drawings appear differently on another chart. Some drawings are duplicated excessively, as shown in the image. When opening the layout, I cannot access the tool settings on the main chart",auto-split: one bug per short thread
TAL-01376#1,TAL-01376,multichart_layouts,multichart-parity,RC-4,resolved,"Symbols are enabled and the charts are synchronized, but when clicking on Layouts the pair name is not matching correctly",auto-split: one bug per short thread
TAL-01377#1,TAL-01377,multichart_layouts,multichart-parity,RC-4,resolved,The menu is not available in the other layout,auto-split: one bug per short thread
TAL-01378#1,TAL-01378,multichart_layouts,multichart-parity,RC-4,resolved,Why does the shortcut include “.csv”?,auto-split: one bug per short thread
TAL-01379#1,TAL-01379,multichart_layouts,multichart-parity,RC-4,resolved,"When selecting a layout and clicking “Hide”, it should hide the tools or indicators only inside that specific layout. When clicking “Hide All”, it should hide everything across all layouts. The same behavior should apply to deletion",auto-split: one bug per short thread
TAL-01380#1,TAL-01380,multichart_layouts,multichart-parity,RC-4,resolved,"When changing the candle type, the change is applied only to the main chart, regardless of whether the charts are displaying the same symbol or different symbols",auto-split: one bug per short thread
TAL-01381#1,TAL-01381,multichart_layouts,label-mis-anchor,RC-3,resolved,date label need to be fixed,auto-split: one bug per short thread
TAL-01382#1,TAL-01382,multichart_layouts,multichart-parity,RC-4,resolved,There is a discrepancy in the candles,auto-split: one bug per short thread
TAL-01386#1,TAL-01386,multichart_layouts,multichart-parity,RC-4,resolved,I am unable to select the tools on the main chart,auto-split: one bug per short thread
TAL-01387#1,TAL-01387,multichart_layouts,multichart-parity,RC-4,resolved,"When I refresh the page, it resets and only one layout remains.",auto-split: one bug per short thread
TAL-01388#1,TAL-01388,multichart_layouts,drag-mis-anchor,RC-3,resolved,"When moving a parallel channel on the chart, it does not move on the other chart",auto-split: one bug per short thread
TAL-01389#1,TAL-01389,multichart_layouts,multichart-parity,RC-4,resolved,"If I am using a single layout and the drawing synchronization option is enabled, then when I switch back to a 2-layout view, all the drawings appear there as well",auto-split: one bug per short thread
TAL-01390#1,TAL-01390,multichart_layouts,drag-mis-anchor,RC-3,resolved,"In Replay mode, the indicator does not move along with the chart",auto-split: one bug per short thread
TAL-01391#1,TAL-01391,multichart_layouts,drag-mis-anchor,RC-3,resolved,"On the Price Scale and Date Scale, if I click and drag with the mouse, then release the mouse button outside the chart area and move the cursor back onto the chart, it behaves as if I am still dragging",auto-split: one bug per short thread
TAL-01392#1,TAL-01392,multichart_layouts,multichart-parity,RC-4,resolved,"When the chart is rendering and an indicator is applied, the tools drawn on the chart move along with the rendering process.",auto-split: one bug per short thread
TAL-01393#1,TAL-01393,multichart_layouts,slow-interaction,RC-2,resolved,"When refreshing the page or switching to a higher timeframe, the chart re-renders from scratch, and the rendering process is slow",auto-split: one bug per short thread
TAL-01394#1,TAL-01394,multichart_layouts,label-mis-anchor,RC-3,resolved,The crosshair label changes its color and appearance in some cases,auto-split: one bug per short thread
TAL-01395#1,TAL-01395,multichart_layouts,slow-interaction,RC-2,resolved,"When opening a layout, the site freezes completely",auto-split: one bug per short thread
TAL-01396#1,TAL-01396,multichart_layouts,label-mis-anchor,RC-3,resolved,There is an inconsistency in the crosshair label between layouts,auto-split: one bug per short thread
TAL-01397#1,TAL-01397,multichart_layouts,multichart-parity,RC-4,resolved,"When changing the selected symbol for a layout, it often does not respond until after several attempts. In some cases, only the symbol name changes, while the chart itself does not update",auto-split: one bug per short thread
TAL-01398#1,TAL-01398,multichart_layouts,multichart-parity,RC-4,resolved,"When trying to resize some layouts, this icon appears, and I am no longer able to resize the Chart",auto-split: one bug per short thread
TAL-01399#1,TAL-01399,multichart_layouts,multichart-parity,RC-4,resolved,"When switching to a higher timeframe, the chart re-renders",auto-split: one bug per short thread
TAL-01400#1,TAL-01400,multichart_layouts,drag-mis-anchor,RC-3,resolved,"When magnetic snapping is disabled, the crosshair should not snap to candles and should move freely. When enabled it should snap to candles correctly. candle snapping behavior should be consistent and identical across all layouts.",auto-split: one bug per short thread
TAL-01401#1,TAL-01401,multichart_layouts,label-mis-anchor,RC-3,resolved,The label appears as if it is highlighted,auto-split: one bug per short thread
TAL-01402#1,TAL-01402,multichart_layouts,multichart-parity,RC-4,resolved,"When an object is locked in one layout, it can still be moved from another layout",auto-split: one bug per short thread
TAL-01403#1,TAL-01403,multichart_layouts,multichart-parity,RC-4,resolved,When resizing a tool while it is locked,auto-split: one bug per short thread
TAL-01404#1,TAL-01404,multichart_layouts,multichart-parity,RC-4,resolved,"Every time I click resize between layouts, the main chart responds and its position changes",auto-split: one bug per short thread
TAL-01405#1,TAL-01405,multichart_layouts,selection-menu-desync,RC-1,resolved,"When selecting tools and then deselecting, the other chart shifts from its position",auto-split: one bug per short thread
TAL-01406#1,TAL-01406,multichart_layouts,multichart-parity,RC-4,resolved,Old tools appear on the layout even though I started with a new chart,auto-split: one bug per short thread
TAL-01412#1,TAL-01412,multichart_layouts,multichart-parity,RC-4,resolved,"When switching between candle types, the chart changes its position",auto-split: one bug per short thread
TAL-01417#1,TAL-01417,multichart_layouts,multichart-parity,RC-4,resolved,"When I click Compare Symbol on the main chart, the symbol is added immediately. when using another layout, a selection menu opens instead. After choosing a symbol from that menu, the comparison is applied to the main chart instead of the se",auto-split: one bug per short thread
TAL-01418#1,TAL-01418,multichart_layouts,multichart-parity,RC-4,resolved,"In this menu, the close button does not work, and the symbol search is also not functioning",auto-split: one bug per short thread
TAL-01420#1,TAL-01420,multichart_layouts,multichart-parity,RC-4,resolved,grid lines moving when openning the layout,auto-split: one bug per short thread
TAL-01422#1,TAL-01422,multichart_layouts,multichart-parity,RC-4,resolved,"When clicking the button to enable or disable a symbol, the chart moves unexpectedly. Toggling the symbol should not change the chart's position or cause any movement",auto-split: one bug per short thread
TAL-01423#1,TAL-01423,multichart_layouts,multichart-parity,RC-4,resolved,"When changing the symbol name does not update in some layouts. after switching to another layout and then returning, the correct symbol name appears and matches the layout",auto-split: one bug per short thread
TAL-01424#1,TAL-01424,multichart_layouts,multichart-parity,RC-4,resolved,This bar does not have the same visual effect as the other bar,auto-split: one bug per short thread
TAL-01425#1,TAL-01425,multichart_layouts,drag-mis-anchor,RC-3,resolved,"This bar can be selected by dragging with the mouse. When switching layouts, it remains selected, but the selection color changes",auto-split: one bug per short thread
TAL-01426#1,TAL-01426,multichart_layouts,multichart-parity,RC-4,user_replied,"When adding a Compare Symbol from the main chart, it is added immediately as expected. However, when using another layout and adding a Compare Symbol, this popup appears. The Close button in the popup does not work, and selecting a symbol f",auto-split: one bug per short thread
TAL-01427#1,TAL-01427,multichart_layouts,multichart-parity,RC-4,resolved,"In some layouts, the price scale and date scale do not work.",auto-split: one bug per short thread
TAL-01428#1,TAL-01428,multichart_layouts,multichart-parity,RC-4,resolved,There is an issue with the date scale,auto-split: one bug per short thread
TAL-01429#1,TAL-01429,multichart_layouts,multichart-parity,RC-4,resolved,"When opening the layout menu, there is an issue with the price scale",auto-split: one bug per short thread
TAL-01430#1,TAL-01430,multichart_layouts,multichart-parity,RC-4,resolved,"When the main layouts menu is open, and I click on the chart and then click the price scale or date scale, an issue occurs with the time scaling",auto-split: one bug per short thread
TAL-01431#1,TAL-01431,multichart_layouts,multichart-parity,RC-4,resolved,"When opening the layouts menu, the main chart moves differently compared to the other layouts",auto-split: one bug per short thread
TAL-01432#1,TAL-01432,multichart_layouts,multichart-parity,RC-4,resolved,"When opening the layouts menu, the main chart drawing moves differently compared to the other layouts",auto-split: one bug per short thread
TAL-01433#1,TAL-01433,multichart_layouts,label-mis-anchor,RC-3,resolved,"The label starts from a specific point with an incorrect shape, and when moving to the left, it starts to take its correct form",auto-split: one bug per short thread
TAL-01434#1,TAL-01434,multichart_layouts,multichart-parity,RC-4,resolved,"When switching between layouts, the symbol name changes, and the menu shifts left and right",auto-split: one bug per short thread
TAL-01435#1,TAL-01435,multichart_layouts,drag-mis-anchor,RC-3,resolved,"When adding the compare symbol, the chart and logo move forward, and when it is hidden or deleted, they return to their original position. The price scale of the compare symbol takes up space in the layout. Why isn’t it added as a layer on ",auto-split: one bug per short thread
TAL-01436#1,TAL-01436,multichart_layouts,multichart-parity,RC-4,resolved,"When hiding the indicator, the menu does not return to its position unless you click on the layout",auto-split: one bug per short thread
TAL-01437#1,TAL-01437,multichart_layouts,multichart-parity,RC-4,resolved,Candle and time mismatch,auto-split: one bug per short thread
TAL-01438#1,TAL-01438,multichart_layouts,multichart-parity,RC-4,resolved,The crosshair does not lock onto the latest candle; it keeps shifting depending on how fast the mouse is moved.,auto-split: one bug per short thread
TAL-01439#1,TAL-01439,multichart_layouts,multichart-parity,RC-4,resolved,"When changing the crosshair settings, the changes are not applied across all layouts",auto-split: one bug per short thread
TAL-01440#1,TAL-01440,multichart_layouts,drag-mis-anchor,RC-3,open,Why isn’t the crosshair snap to candles linked to the magnetic snap option?,auto-split: one bug per short thread
TAL-01441#1,TAL-01441,multichart_layouts,multichart-parity,RC-4,resolved,"When enabling the Symbol option, it does not respond immediately",auto-split: one bug per short thread
TAL-01442#1,TAL-01442,multichart_layouts,multichart-parity,RC-4,resolved,The drawings are duplicated in the Object Tree,auto-split: one bug per short thread
TAL-01443#1,TAL-01443,multichart_layouts,quick-menu-defect,RC-1,resolved,"Some tools cannot open their main settings menu, either by double-clicking or through the quick menu. In other layouts, I am unable to select them at all",auto-split: one bug per short thread
TAL-01444#1,TAL-01444,multichart_layouts,multichart-parity,RC-4,resolved,"When moving the Brush or Highlight tool in another layout, its shape changes unexpectedly",auto-split: one bug per short thread
TAL-01445#1,TAL-01445,multichart_layouts,multichart-parity,RC-4,resolved,"In some cases, changing the time frame does not respond",auto-split: one bug per short thread
TAL-01447#1,TAL-01447,multichart_layouts,multichart-parity,RC-4,resolved,"This area is considered an intersection zone between price and time. The intersection box can potentially be used for other things as well, but that will be explored later",auto-split: one bug per short thread
TAL-01453#1,TAL-01453,multichart_layouts,multichart-parity,RC-4,resolved,The date line changes when clicking on the chart,auto-split: one bug per short thread
TAL-01454#1,TAL-01454,multichart_layouts,multichart-parity,RC-4,resolved,"When switching to a new layout, this menu briefly appears in an incorrect state before updating to its final state.",auto-split: one bug per short thread
TAL-01455#1,TAL-01455,multichart_layouts,slow-interaction,RC-2,resolved,"During rendering, the chart loads candle by candle instead of rendering the entire visible area at once.",auto-split: one bug per short thread
TAL-01456#1,TAL-01456,multichart_layouts,slow-interaction,RC-2,resolved,"There is a mismatch in the candles at the end of the chart. Additionally, the rendering performance is slow and needs optimization.",auto-split: one bug per short thread
TAL-01457#1,TAL-01457,multichart_layouts,slow-interaction,RC-2,resolved,"When changing the timeframe in one layout, the other layouts re-render and this causes a chart glitch",auto-split: one bug per short thread
TAL-01458#1,TAL-01458,multichart_layouts,multichart-parity,RC-4,resolved,"This menu used to interact with the candle colors, and it worked much better in that state",auto-split: one bug per short thread
TAL-01459#1,TAL-01459,multichart_layouts,multichart-parity,RC-4,resolved,Changing the timeframe causes issues in the chart.,auto-split: one bug per short thread
TAL-01460#1,TAL-01460,multichart_layouts,multichart-parity,RC-4,resolved,"Sometimes, moving the chart causes it to re-render again",auto-split: one bug per short thread
TAL-01461#1,TAL-01461,multichart_layouts,drag-mis-anchor,RC-3,resolved,"When dragging the chart with the mouse to the left, it snaps back to the original position",auto-split: one bug per short thread
TAL-01462#1,TAL-01462,multichart_layouts,slow-interaction,RC-2,resolved,There is lag when moving the chart while it is rendering,auto-split: one bug per short thread
TAL-01463#1,TAL-01463,multichart_layouts,multichart-parity,RC-4,resolved,"When moving the chart in the first layout, the other charts also react and move accordingly",auto-split: one bug per short thread
TAL-01464#1,TAL-01464,multichart_layouts,multichart-parity,RC-4,resolved,"When adding the same symbol to another layout, both layouts re-render again",auto-split: one bug per short thread
TAL-01465#1,TAL-01465,multichart_layouts,multichart-parity,RC-4,resolved,"The middle chart was rapidly moving up and down during rendering. When moving the chart on its left into the hidden area, the movement stops Note: the same symbol is used A short video has been sent to the developer to illustrate the issue",auto-split: one bug per short thread
TAL-01466#1,TAL-01466,multichart_layouts,multichart-parity,RC-4,resolved,"In the layout, after resetting the chart, the grid lines behave inconsistently: when moving the chart, they disappear in some layouts but not in others",auto-split: one bug per short thread
TAL-01467#1,TAL-01467,multichart_layouts,replay-interaction,RC-8,resolved,"When pressing the replay button, some charts re-render from scratch",auto-split: one bug per short thread
TAL-01468#1,TAL-01468,multichart_layouts,multichart-parity,RC-4,resolved,"When enabling symbol from the layout menu, the charts do not automatically sync or match",auto-split: one bug per short thread
TAL-01469#1,TAL-01469,multichart_layouts,multichart-parity,RC-4,resolved,When changing the timeframe,auto-split: one bug per short thread
TAL-01470#1,TAL-01470,multichart_layouts,multichart-parity,RC-4,resolved,"When changing the timeframe, the chart does not update correctly, while the grid lines change",auto-split: one bug per short thread
TAL-01471#1,TAL-01471,multichart_layouts,replay-interaction,RC-8,resolved,"When running replay on a single layout, the grid lines keep moving continuously",auto-split: one bug per short thread
TAL-01474#1,TAL-01474,multichart_layouts,multichart-parity,RC-4,resolved,The “Interval” option in the layout menu is not working,auto-split: one bug per short thread
TAL-01475#1,TAL-01475,multichart_layouts,multichart-parity,RC-4,resolved,Difference between the timeframe and the time displayed at the bottom of the chart,auto-split: one bug per short thread
TAL-01476#1,TAL-01476,multichart_layouts,replay-interaction,RC-8,resolved,"When replay is enabled, the main chart re-renders and shifts from left to right, while the other charts do not participate in the replay",auto-split: one bug per short thread
TAL-01477#1,TAL-01477,multichart_layouts,stuck-until-click,RC-2,resolved,"When moving the crosshair between layouts, it remains stuck on the other layout when the crosshair is disabled",auto-split: one bug per short thread
TAL-01478#1,TAL-01478,multichart_layouts,replay-interaction,RC-8,resolved,"When using the same symbol on the same timeframe, Replay does not work on the sub-chart.",auto-split: one bug per short thread
TAL-01479#1,TAL-01479,multichart_layouts,drag-mis-anchor,RC-3,resolved,"After stopping Replay and changing the timeframe of the layout where Replay was not working, the chart suddenly jumped once, and the candles became misaligned with the other charts",auto-split: one bug per short thread
TAL-01480#1,TAL-01480,multichart_layouts,drag-mis-anchor,RC-3,open,"Main chart issues: Re-rendering issues: Re-rendering occurs on the same symbol, whether using the same timeframe, different timeframes, or during Replay. Replay issues: On the same symbol, whether using the same timeframes or different time",auto-split: one bug per short thread
TAL-01481#1,TAL-01481,multichart_layouts,drag-mis-anchor,RC-3,resolved,"When I enable Reply and the two charts move together, the arrow appears on the second chart even though they are moving together.",auto-split: one bug per short thread
TAL-01482#1,TAL-01482,multichart_layouts,multichart-parity,RC-4,pending,هل لازم يكونو في كل شارت الاخبار؟ ولا بيكفي الاساسي,auto-split: one bug per short thread
TAL-01483#1,TAL-01483,multichart_layouts,multichart-parity,RC-4,resolved,"When I zoom in/out, it only works on the chart I've selected, not both charts. However, if I have data range enabled, both charts must zoom in and out together.",auto-split: one bug per short thread
TAL-01484#1,TAL-01484,multichart_layouts,stuck-until-click,RC-2,open,"When I have all the options enabled and I zoom in or out, for example, or reset the chart, the action only happens when I tap the screen.",auto-split: one bug per short thread
TAL-01485#1,TAL-01485,multichart_layouts,stuck-until-click,RC-2,resolved,"When I switch between two charts and the crosshire gets stuck, it's annoying.",auto-split: one bug per short thread
TAL-01486#1,TAL-01486,multichart_layouts,multichart-parity,RC-4,resolved,"When I have two different charts and I click on the symbol option, it takes a long time for the second chart to change and become the same symbol.",auto-split: one bug per short thread
TAL-01487#1,TAL-01487,multichart_layouts,stuck-until-click,RC-2,resolved,"When I have two different charts and click on the symbol option, the symbol changes on the chart but it doesn't change in the market at the top left.",auto-split: one bug per short thread
TAL-01488#1,TAL-01488,multichart_layouts,stuck-until-click,RC-2,open,"When I enable Reply and press Ctrl+R, the chart glitch persists for the first few times until I click on the chart.",auto-split: one bug per short thread
TAL-01489#1,TAL-01489,multichart_layouts,stuck-until-click,RC-2,open,"When there's more than one layout and you tap the screen, the second layout glitch occurs. When I tap Reply or switch between layouts, this bug will appear.",auto-split: one bug per short thread
TAL-01490#1,TAL-01490,multichart_layouts,stuck-until-click,RC-2,open,"When I move the main chart and click the blue arrow, the second chart doesn't revert to the original chart unless I click on the chart.",auto-split: one bug per short thread
TAL-01491#1,TAL-01491,multichart_layouts,drag-mis-anchor,RC-3,open,"If you hold the chart and move it outside the outline frame, it will stop moving on the primary chart. However, if you move it from the secondary chart, it will move outside the outline frame normally.",auto-split: one bug per short thread
TAL-01493#1,TAL-01493,multichart_layouts,multichart-parity,RC-4,resolved,لما احط شارتين مختلفين وانتقل الى الشارت الاساسي رح يتغير اسمو مثل الشارت الاساسي لكن لما ارجع للشارت التاني ما بيتغير اسمو وبيضل مثل ما هو,auto-split: one bug per short thread
TAL-01495#1,TAL-01495,multichart_layouts,multichart-parity,RC-4,open,"When each symbol is on a chart and I run the drawing function and draw a rectangle , it appears in the remaining symbols and then disappears.",auto-split: one bug per short thread
TAL-01496#1,TAL-01496,multichart_layouts,slow-interaction,RC-2,open,"When I enable the data range option and click on any chart, glitches occur in the chart and their positions change.",auto-split: one bug per short thread
TAL-01497#1,TAL-01497,multichart_layouts,slow-interaction,RC-2,resolved,"When I have two different charts open and use replay when I click on the first chart and then switch back to the second, the price freezes for a few seconds on the second chart.",auto-split: one bug per short thread
TAL-01498#1,TAL-01498,multichart_layouts,multichart-parity,RC-4,open,"When I select the tools using Ctrl in the main chart, it selects them normally. However, in the other layouts, it groups them all in one place.",auto-split: one bug per short thread
TAL-01499#1,TAL-01499,multichart_layouts,quick-menu-defect,RC-1,open,"When there is more than one chart and you draw any tool, the Quick Menu does not appear immediately after drawing the tool. When there is only one chart, the Quick Menu appears after drawing the tool.",auto-split: one bug per short thread
TAL-01500#1,TAL-01500,multichart_layouts,first-click-fails,RC-1,open,"When I put the indicator on layout 1 and move to layout 2, the indicator appears, but when I click on the indicator, it does not appear that they are turned on the first time. I have to click again until it shows that they are working",auto-split: one bug per short thread
TAL-01501#1,TAL-01501,multichart_layouts,multichart-parity,RC-4,open,"When I add indicators to the second chart and then delete them, when I switch to layout1, the indicators I deleted from the second chart will reappear.",auto-split: one bug per short thread
TAL-01502#1,TAL-01502,multichart_layouts,multichart-parity,RC-4,open,"When I first place two charts, the price won't be the same, but the candlestick pattern will be the same.",auto-split: one bug per short thread
TAL-01536#1,TAL-01536,multichart_layouts,multichart-parity,RC-4,open,"When switching between pages and returning to the Strategies page, there is a noticeable difference in design. Some additions, such as parameters, could improve the page’s layout and make it more user-friendly compared to the current versio",auto-split: one bug per short thread
TAL-00703#1,TAL-00703,orders,drag-mis-anchor,RC-3,resolved,"When using the manual forward step, the chart jumps forward by an entire year with a single click instead of moving incrementally The trade was activated on May 22, but the trade log shows the activation date as May 26. The recorded trade d",auto-split: one bug per short thread
TAL-00704#1,TAL-00704,orders,order-entry,RC-5,user_replied,The Take Profit is not recorded on the candle that actually reaches the target level Instead it is recorded on the next candle,auto-split: one bug per short thread
TAL-00749#1,TAL-00749,orders,order-entry,RC-5,user_replied,Always enable the stop-loss option as soon as you open the chart.,auto-split: one bug per short thread
TAL-00752#1,TAL-00752,orders,order-entry,RC-5,fixed_pending_live,Stop order entry line shown in red with multiple orders,T4 step 10: __TALARIA_DISABLE_ORDER_ENTRY_PREVIEW_COLOR_FIX — side-based preview color + per-leg min-lot cap (order-entry-remaining-open-8.test.mjs GREEN)
TAL-00752#2,TAL-00752,orders,order-entry,RC-5,user_replied,Deleting first multi-entry leaves second entry price stuck at 0.00,
TAL-00752#3,TAL-00752,orders,order-entry,RC-5,user_replied,TP/SL connector line flickers/disappears each replay candle,
TAL-00752#4,TAL-00752,orders,order-entry,RC-5,user_replied,Replay + drag limit order glitches stop loss position,
TAL-00752#5,TAL-00752,orders,order-entry,RC-5,user_replied,Keyboard chart move triggers order entry glitch during replay,Arabic: moving chart from keyboard causes glitch
TAL-00752#6,TAL-00752,orders,order-entry,RC-5,user_replied,Average entry stuck on first entry when second moved below first,
TAL-00752#7,TAL-00752,orders,order-entry,RC-5,user_replied,Risk split stays 50 after deleting extra entry instead of reverting to 100,
TAL-00752#8,TAL-00752,orders,order-entry,RC-5,fixed_pending_live,Lot size glitches when changed via arrow input,T4 step 9: __TALARIA_DISABLE_ORDER_ENTRY_PARSE_DRAG_INPUT_FIX — lot +/- stepper runs full calculatePositionFromRisk path (order-entry-parse-drag-input.test.mjs GREEN)
TAL-00752#9,TAL-00752,orders,order-entry,RC-5,fixed_pending_live,Second entry preview appears at TP screen instead of below/above price for limit,T4 step 10: __TALARIA_DISABLE_ORDER_ENTRY_SECOND_ENTRY_OFFSET_FIX — limit second entry steps toward market (order-entry-remaining-open-8.test.mjs GREEN)
TAL-00752#10,TAL-00752,orders,order-entry,RC-5,fixed_pending_live,Closing order via X button is difficult / unreliable,T4 step 8: __TALARIA_DISABLE_ORDER_ENTRY_CLOSE_HITTARGET_FIX — expanded hit-pad + pointerdown; H-S58 GREEN
TAL-00752#11,TAL-00752,orders,order-entry,RC-5,fixed_pending_live,Pending limit order SL cannot be above entry until after placement,T4 step 10: __TALARIA_DISABLE_ORDER_ENTRY_PENDING_SL_CLAMP_FIX — SL clamp uses loss-side entry anchor (order-entry-remaining-open-8.test.mjs GREEN)
TAL-00752#12,TAL-00752,orders,order-entry,RC-5,user_replied,Trailing zero in SL/TP parsing zeroes lot size,
TAL-00752#13,TAL-00752,orders,order-entry,RC-5,fixed_pending_live,1RR order entry displayed in red incorrectly,T4 step 10: __TALARIA_DISABLE_ORDER_ENTRY_PREVIEW_COLOR_FIX — per-leg min-lot validity avoids false disabled entry at 1RR (order-entry-remaining-open-8.test.mjs GREEN)
TAL-00752#14,TAL-00752,orders,order-entry,RC-5,fixed_pending_live,Cancel order leaves menu active; entry price does not track price movement,T4 step 10: __TALARIA_DISABLE_ORDER_ENTRY_CANCEL_CLEANUP_FIX — chart ✕ runs _draftCancelCleanupFromChart (order-entry-remaining-open-8.test.mjs GREEN)
TAL-00752#15,TAL-00752,orders,order-entry,RC-5,fixed_pending_live,Cannot change SL/TP from order panel controls,T4 step 10: __TALARIA_DISABLE_ORDER_ENTRY_PANEL_SLTP_FIX — SL/TP stepper calls _applySltpStepperSideEffects (order-entry-remaining-open-8.test.mjs GREEN)
TAL-00752#16,TAL-00752,orders,order-entry,RC-5,user_replied,PNL shows profit while price below long entry after TP1 hit,
TAL-00752#17,TAL-00752,orders,order-entry,RC-5,user_replied,SL/TP lines not rendered when value is below 10,
TAL-00752#18,TAL-00752,orders,order-entry,RC-5,user_replied,Moving second entry mutates limit order to market order,D-005 re-read TAL-00752 message #17: label/type should reclassify correctly on move; fixed by __TALARIA_DISABLE_ORDER_TYPE_RECLASSIFY_V2 gate
TAL-00752#19,TAL-00752,orders,order-entry,RC-5,fixed_pending_live,SL/TP arrow drag starts from zero instead of entry price,T4 step 9: __TALARIA_DISABLE_ORDER_ENTRY_PARSE_DRAG_INPUT_FIX — SL/TP stepper seeds from entry±10pips when unset (resolveSltpStepperSeedPrice)
TAL-00752#20,TAL-00752,orders,order-entry,RC-5,fixed_pending_live,Multiple entries require repeated X clicks to close,T4 step 8: __TALARIA_DISABLE_ORDER_ENTRY_CLOSE_HITTARGET_FIX — _finalizeMultiEntryLevelRemove syncs splitEntries; H-S58 GREEN
TAL-00752#21,TAL-00752,orders,order-entry,RC-5,user_replied,Replay fill occurs on wrong candle vs entry candle,
TAL-00752#22,TAL-00752,orders,order-entry,RC-5,fixed_pending_live,Stacked multi-entry orders get stuck when moved on top of each other,T4 step 8: __TALARIA_DISABLE_ORDER_ENTRY_CLOSE_HITTARGET_FIX — stack Y offsets on colliding legs; H-S58 GREEN
TAL-00760#1,TAL-00760,orders,order-entry,RC-5,resolved,"Why am I unable to click on the trade and edit it? I should be able to move the stop loss, adjust the take profit levels, change their size and position, and also add additional targets if needed There are also too many clickable elements (",auto-split: one bug per short thread
TAL-00774#1,TAL-00774,orders,order-entry,RC-5,user_replied,"When using multiple take-profit targets, the target levels overlap and intersect with each other on the chart",auto-split: one bug per short thread
TAL-00810#1,TAL-00810,orders,order-entry,RC-5,resolved,Target hit detection need improvement,auto-split: one bug per short thread
TAL-00811#1,TAL-00811,orders,order-entry,RC-5,resolved,The commission does not take the value entered in the session,auto-split: one bug per short thread
TAL-00817#1,TAL-00817,orders,order-entry,RC-5,resolved,لما اكون مفعل السبريد واحط الهدف عند 70 مثلا بس السعر يطلع فوق الهدف بعدد نقاط السبريد بيجيب الهدف لكن بيجيبلي في الكارد الهدف اللي عند افتتاح الشمعة اللي جابت الهدف والخروج كذلك من المفترض ان يجيبلي الهدف هو الخروج وليس افتتاح الشمعة,auto-split: one bug per short thread
TAL-00830#1,TAL-00830,orders,order-entry,RC-5,resolved,لما اضغط على وضع اوردر بيظهر جزء من الثانية وبيرجع للسعر الحالي,auto-split: one bug per short thread
TAL-00889#1,TAL-00889,orders,order-entry,RC-5,resolved,"I placed two take-profit orders (TPs), the first at $2500 and the second at $5000. The price reached the first target and the card order reached $5000 (PNL) even though it was $2500. The number of contracts was then reduced, but the PNL was",auto-split: one bug per short thread
TAL-00905#1,TAL-00905,orders,slow-interaction,RC-7,resolved,"When unchecking the OnBalance Volume line and then re-enabling it via the checkbox, the line does not work again.",auto-split: one bug per short thread
TAL-00907#1,TAL-00907,orders,order-entry,RC-5,resolved,الحين ما بقدر ادخل صفقة رغم انه الحساب فيه رصيد لكن بيجبلي المارجن ملكود هل هاد صحيح؟,auto-split: one bug per short thread
